record,name,cpf,birthday,Gluconise,Adrino_posina,Gamma_R,Nitro_K,H278,Plate,Factor_risk,norm_gamma_type,Blood_type,Blood_Rh,Low_Risk,Medium_Risk,High_Risk
26363,Bernardo da Cruz,74095861258,2012-07-31,1003.722,Covered,5,3.24,7437.92,B,5,0,B,+,True,False,False
92486,Maria Eduarda da Cunha,81532690460,2020-06-23,884.7838,Uncovered,4,3.56,10638.07,X,6,1,,+,True,False,False
83282,Bryan das Neves,40965812324,2012-05-31,1043.6537,Uncovered,4,3.88,13859.98,CS,6,0,,-,False,True,True
32117,Luna da Rocha,48357206107,2004-04-07,1297.7692,Clinical Done,6,3.66,11665.49,A,6,0,O,+,False,True,False
28697,Ana Clara Nogueira,13580674900,2002-04-27,858.9306,,7,3.68,11782.58,CS,6,1,AB,+,True,False,False
7705,Guilherme Farias,37692814546,2018-05-21,450.3106,,5,2.54,458.05,DD,2,0,AB,+,False,True,False
24779,Davi Lucas Souza,31576092895,2015-04-08,698.2735,Capsuled,3,4.02,15231.51,DD,6,0,AB,+,True,False,False
74672,Letícia Duarte,64231579873,2002-12-27,1227.6521,Uncovered,4,4.68,21840.22,,7,1,B,+,False,True,True
20403,Vitor Correia,57230194652,2016-02-25,803.4524,Uncovered,7,3.61,11145.45,DD,6,0,AB,-,True,False,False
41203,Luiza Monteiro,13782465008,2005-08-07,,Clinical Done,8,3.84,13450.21,CS,6,0,,+,True,False,False
50972,Larissa Cavalcanti,62980513415,2000-11-24,1215.5221,,7,2.96,4572.74,,4,0,O,+,True,False,False
74718,Paulo Nunes,24159037879,2023-03-28,1124.1982,Clinical Done,7,3.34,8412.68,DD,5,0,AB,+,True,False,False
16920,Raquel Silva,89452607300,2008-10-20,746.1162,Covered,3,4.39,18928.88,B,7,0,B,+,True,False,False
37376,Isabel da Conceição,6394752800,2001-12-27,731.2434,Capsuled,6,5.11,26091.2,,7,1,AB,+,True,False,False
44216,Isabel Barbosa,16352480780,2005-07-03,761.2237,Clinical Done,2,2.64,1418.68,DD,3,1,B,+,False,True,False
21493,Sra. Maria Melo,45870312671,2005-03-08,819.082,Clinical Done,3,4.07,15722.15,DD,6,1,A,+,False,True,True
37948,Júlia da Mota,49562783146,2011-07-26,963.2068,Uncovered,7,2.64,1431.79,DD,3,0,B,-,False,True,True
85479,Cecília Araújo,70392156830,2021-06-10,1175.5083,Uncovered,10,3.12,6192.8,,5,0,B,+,True,False,False
66730,João Miguel Ramos,26980734113,2021-05-22,1119.8126,Uncovered,7,2.87,3748.1,X,4,1,O,+,False,True,False
78493,Davi Oliveira,90486132560,2005-04-29,1202.8873,Capsuled,8,3.19,6900.64,DD,5,0,O,+,True,False,False
23985,Luiz Fernando Cardoso,20538791497,2022-06-27,723.0608,Uncovered,6,3.33,8360.03,B,5,0,AB,-,False,True,True
5458,Danilo Rezende,36491257819,2009-08-19,1222.3548,Clinical Done,3,3.23,7351.5,DD,5,0,A,+,False,True,False
83789,Dra. Fernanda Carvalho,73165094810,2015-09-11,1005.8268,Clinical Done,6,2.54,464.14,DD,2,1,AB,-,False,True,False
78932,Ana Silveira,98674032583,2022-05-08,955.7987,Covered,10,2.83,3283.55,CS,4,0,AB,+,False,True,True
7319,Marcelo Duarte,18630529768,2000-04-15,855.4353,,5,2.98,4779.03,DD,5,1,AB,-,True,False,False
76457,Lara Moraes,14397658048,2014-02-08,846.3949,,7,6.97,44722.95,DD,8,0,AB,+,True,False,False
26597,Lívia da Costa,54906231870,2018-04-29,1224.7129,Clinical Done,5,2.73,2274.07,B,4,0,AB,-,True,False,False
88184,Manuela Carvalho,81436209560,2020-11-16,1026.7249,Capsuled,5,2.86,3611.64,CS,4,0,,+,False,True,True
90598,Noah Ferreira,82407319532,2013-04-04,1050.7455,Uncovered,8,3.32,8252.57,A,5,0,O,+,True,False,False
75908,Natália Aragão,25490731699,2011-06-14,791.7899,Clinical Done,4,2.67,1734.84,CS,3,1,AB,+,True,False,False
61261,Noah Pereira,65013274907,2011-06-26,1172.2346,Uncovered,2,4.37,18711.59,,7,1,O,+,True,False,False
58403,Dra. Melissa Lima,92856371086,2016-01-20,1008.247,Capsuled,3,4.48,19801.67,X,7,1,AB,+,True,False,False
7380,Carlos Eduardo Viana,86359720400,2015-05-24,545.4508,Covered,3,2.69,1905.94,X,3,0,AB,+,True,False,False
61840,Vitor Hugo Nascimento,37820154950,2000-03-06,936.1949,Uncovered,6,3.83,13359.0,DD,6,1,AB,+,False,True,False
49919,Gustavo Henrique Melo,39821065759,2018-11-06,925.5139,Clinical Done,2,3.1,6042.82,DD,5,1,A,+,True,False,False
23773,Ana Julia Lima,24937105841,2006-12-02,875.7289,Clinical Done,2,8.17,56713.97,CS,9,1,AB,+,False,True,False
29536,Ana Ramos,67849532074,2005-12-31,864.5266,Covered,4,2.84,3440.71,B,4,1,AB,+,False,True,False
62809,Luna Barbosa,57062498149,2000-09-07,858.2316,Covered,2,3.55,10563.56,X,6,0,B,+,True,False,False
84148,Alícia Vieira,70694831557,2021-07-16,980.5715,Capsuled,6,3.19,6966.99,B,5,0,AB,+,True,False,False
88261,Ana Beatriz Duarte,68719254067,2003-03-11,699.3422,Covered,4,2.79,2956.26,CS,4,0,AB,+,False,True,True
44871,Sofia da Luz,54832601989,2015-07-30,957.8773,Uncovered,5,2.58,800.56,CS,3,1,,-,True,False,False
33956,Pietro Ribeiro,36879104584,2013-11-26,1063.6719,Clinical Done,6,2.87,3694.73,DD,4,1,O,+,False,True,False
56136,Larissa Monteiro,35720641807,2011-07-15,1183.2632,Clinical Done,3,3.11,6133.18,X,5,0,,+,True,False,False
73329,Luigi Farias,80135642744,2000-05-23,857.8966,Clinical Done,3,3.3,8027.29,B,5,0,A,-,False,True,True
38676,Ana Beatriz Aragão,73521496007,2021-05-11,902.4263,Capsuled,12,3.11,6158.08,X,5,1,O,+,True,False,False
98854,Larissa da Luz,89374615010,2019-03-11,1063.6274,,9,2.69,1964.66,CS,4,0,,-,True,False,False
50270,Anthony Gonçalves,62738014950,2016-04-20,1301.8942,Covered,3,4.3,18048.22,DD,7,1,O,+,True,False,False
34973,Maitê Mendes,30981245633,2011-04-27,1089.1388,Uncovered,5,3.34,8407.76,,5,0,O,+,True,False,False
32245,Maria Julia da Conceição,5392167470,2017-11-09,1272.0216,Uncovered,1,3.46,9645.28,B,5,1,O,-,False,True,True
56167,Lorenzo Ferreira,63471259007,2022-11-05,725.0676,Capsuled,5,3.13,6318.29,CS,5,0,A,+,False,True,True
91775,Ana Lívia Cunha,98026143515,2002-06-17,769.8986,Clinical Done,5,4.06,15593.36,DD,6,0,A,+,False,True,False
49816,Srta. Luana Jesus,70986431222,2009-06-05,1221.4833,Uncovered,4,4.27,17729.62,,7,0,O,+,True,False,False
88251,Thiago Pires,95180673259,2007-12-26,614.1219,,7,3.08,5807.18,B,5,1,O,+,False,True,False
85626,Eloah da Rocha,14057829601,2022-07-21,1095.902,Uncovered,3,2.51,85.93,DD,1,1,B,-,False,True,True
33315,Isaac da Rosa,54219380698,2007-09-07,1318.3717,Covered,6,2.96,4652.79,DD,4,0,B,+,True,False,False
60776,Erick Nogueira,63945817200,2020-05-18,958.5857,Uncovered,8,2.98,4835.33,CS,5,1,B,+,False,True,True
82500,Sra. Isis Peixoto,69758231464,2014-03-31,956.1537,,3,3.07,5719.16,B,5,1,O,+,False,True,False
63220,Murilo Lopes,14058263717,2000-12-13,1069.7072,Covered,4,3.51,10153.96,B,6,1,AB,+,True,False,False
88423,Alexia Gomes,52496781067,2004-08-31,957.985,Covered,4,5.24,27469.34,B,7,1,B,+,False,True,False
17781,Laís Jesus,97856324155,2016-03-08,815.6592,,5,2.55,482.06,X,2,1,AB,-,False,True,False
41495,Isadora Ramos,20316945706,2023-05-17,899.5081,Covered,3,3.09,5931.02,X,5,0,AB,+,True,False,False
51641,Mirella Melo,78503419610,2003-09-01,1117.6638,Covered,2,2.82,3250.97,B,4,0,AB,+,True,False,False
37553,Dra. Cecília Correia,30194587223,2015-06-23,1144.9048,Covered,7,3.5,9979.35,X,6,0,O,+,False,True,True
15604,Helena Nogueira,15390287630,2003-04-27,1080.3071,Clinical Done,4,3.92,14245.14,,6,1,AB,-,True,False,False
74163,Cauã da Cunha,25379084656,2009-02-20,748.4296,Covered,3,7.79,52969.82,CS,9,0,O,-,True,False,False
62346,André Farias,19035467299,2002-05-31,1103.4612,Capsuled,4,3.32,8233.77,DD,5,1,O,-,True,False,False
97915,Dra. Alana Araújo,16307249803,2020-10-18,1086.6476,Capsuled,6,2.59,935.13,CS,3,0,B,+,True,False,False
82703,Clara Moraes,28609453774,2023-05-29,892.1744,,4,3.11,6131.83,X,5,0,A,+,True,False,False
19690,Sr. Igor Aragão,46215709867,2012-07-30,962.3632,Covered,3,2.56,646.96,DD,3,1,,-,True,False,False
21216,Lívia da Costa,19657402867,2002-04-08,786.0712,Covered,9,2.97,4730.93,CS,4,0,AB,+,True,False,False
27096,Marina Nascimento,85172394664,2017-01-18,1213.015,,9,2.85,3524.76,DD,4,1,AB,+,True,False,False
3727,Dr. Vicente Peixoto,62147938564,2005-02-19,1124.0753,Uncovered,4,2.78,2867.3,X,4,0,B,+,True,False,False
21147,Benício Souza,36270459125,2002-01-03,876.4939,Covered,4,4.17,16753.5,,6,0,,+,True,False,False
64278,Raul da Costa,96287413573,2005-02-13,980.8858,Capsuled,4,3.53,10357.96,B,6,0,A,+,True,False,False
97044,Sofia Nunes,75610398401,2018-07-18,677.459,Uncovered,6,3.55,10504.07,B,6,1,O,+,False,True,False
13260,João Felipe Souza,65187302930,2013-08-20,899.9382,Capsuled,5,2.85,3530.93,DD,4,0,O,-,True,False,False
62168,Maria Alice Correia,14385927600,2017-08-21,1362.5851,,8,2.82,3251.87,B,4,0,AB,+,False,True,False
3768,Camila Pinto,13780256444,2020-11-28,1077.4836,,6,4.47,19713.5,DD,7,0,A,+,True,False,False
46642,Clarice Santos,1472986520,2006-02-11,1212.9608,Covered,4,4.51,20107.59,DD,7,0,,+,False,True,False
22358,Júlia Peixoto,70469312831,2021-08-02,1102.3692,Clinical Done,6,3.87,13736.03,A,6,0,AB,+,False,True,True
14923,Luiz Henrique Peixoto,84395107214,2012-07-27,780.7028,Uncovered,10,5.04,25390.14,DD,7,0,,+,False,True,False
72183,Maria Cecília Costela,47306198203,2022-04-01,1250.6978,,12,5.06,25661.46,,7,0,O,+,False,True,False
80784,Felipe Pinto,59034867110,2019-02-15,1060.0656,Clinical Done,8,3.54,10424.0,X,6,1,O,+,True,False,False
96216,Sabrina da Paz,43867210535,2017-10-30,1220.0786,Uncovered,5,2.51,148.56,DD,2,0,O,-,True,False,False
63240,Pedro Miguel Freitas,32051764808,2016-11-26,1237.7125,Uncovered,4,2.55,493.11,CS,2,0,,+,False,True,False
11860,Carlos Eduardo Fernandes,12630479552,2010-12-02,937.8903,Clinical Done,1,3.56,10599.57,CS,6,1,A,-,False,True,True
93822,André Santos,47395081684,2009-06-26,536.6806,Uncovered,7,3.01,5143.72,B,5,1,A,+,False,True,False
80155,Raquel Freitas,18096472313,2019-04-03,1178.5659,Uncovered,2,2.63,1301.66,DD,3,1,AB,-,False,True,True
50465,Srta. Natália Rodrigues,17605243871,2000-07-12,1272.5138,Uncovered,10,2.95,4568.45,A,4,1,A,+,True,False,False
21417,Manuela Jesus,69047321804,2021-08-05,1222.6751,,5,3.63,11371.76,B,6,0,O,+,True,False,False
87062,Sra. Rebeca Monteiro,34017258905,2007-04-12,1167.583,Covered,2,2.99,4964.6,X,5,0,,-,True,False,False
14519,Ana Júlia da Cruz,1287346987,2020-12-23,783.7652,Uncovered,4,2.81,3165.42,B,4,0,O,-,True,False,False
48798,Daniel Silva,31487962096,2021-12-24,682.4136,Uncovered,7,5.69,31888.25,CS,8,0,AB,+,False,True,False
39889,Alexandre Moraes,74032516952,2010-09-17,1027.202,Uncovered,5,2.52,202.8,DD,2,1,B,+,False,True,True
92038,Julia Lopes,18907564310,2006-01-19,1102.4739,Uncovered,5,4.44,19467.96,X,7,1,A,-,True,False,False
32713,João Miguel Rodrigues,59410368251,2021-01-22,946.424,Capsuled,5,3.24,7465.97,DD,5,0,O,+,True,False,False
17019,Sra. Alícia Barros,74920613580,2007-03-21,1042.6196,Covered,5,3.37,8720.25,DD,5,0,A,+,False,True,False
96634,Dr. Enzo Gabriel Peixoto,78462915058,2009-06-19,1105.9163,Covered,9,4.17,16770.41,DD,6,1,O,-,True,False,False
78823,Gustavo Henrique Oliveira,3479581250,2020-10-24,790.4203,Uncovered,3,7.06,45662.29,,9,0,,+,True,False,False
2527,Maysa Melo,98625047300,2008-01-29,1009.2237,,1,3.12,6259.66,CS,5,0,,+,False,True,True
2778,Sra. Maria da Paz,98432756164,2005-12-26,829.9122,Clinical Done,3,5.43,29320.5,DD,8,0,AB,+,True,False,False
22911,Sr. Marcos Vinicius Santos,73054189279,2014-04-29,922.7838,Covered,4,3.11,6134.09,A,5,1,O,+,False,True,True
16644,Ana Julia Rezende,59170264325,2004-10-01,875.76,Clinical Done,3,2.65,1487.39,CS,3,0,,+,True,False,False
6736,Gabrielly Ribeiro,17695423025,2015-02-24,,,7,3.14,6434.66,X,5,0,A,-,False,True,False
60351,Joaquim da Costa,15204376925,2007-06-05,1314.7892,Capsuled,5,2.9,4045.73,X,4,0,A,-,False,True,False
607,Marcela Gonçalves,48723610913,2001-06-21,594.0563,Uncovered,9,3.11,6102.65,X,5,1,O,-,False,True,False
48706,Lucas Gabriel Silva,84620357162,2010-06-23,832.9481,Clinical Done,1,3.44,9429.52,B,5,1,O,+,False,True,False
55649,Alexia Sales,84207596194,2011-07-21,921.1395,Clinical Done,3,3.16,6587.08,B,5,1,,-,True,False,False
19648,Leandro Nunes,82601357444,2018-08-02,427.3232,Uncovered,4,3.44,9441.46,DD,5,0,A,+,False,True,False
33911,Pietro Nunes,27651490894,2018-11-15,958.8544,Clinical Done,4,3.41,9112.32,CS,5,0,AB,-,False,True,True
78280,Catarina Caldeira,32568910470,2005-09-22,964.0762,Covered,7,2.77,2673.64,DD,4,1,B,-,True,False,False
90025,Natália Cavalcanti,97251860449,2014-02-22,912.1679,Clinical Done,5,2.83,3312.06,CS,4,0,AB,+,False,True,True
56533,Rodrigo Melo,90582416701,2006-07-18,992.1886,Covered,4,2.55,491.22,,2,1,O,-,False,True,False
14792,Isabella Vieira,9176853420,2022-09-13,669.8265,,6,4.44,19387.81,B,7,1,B,+,False,True,True
5406,Sr. Pedro Henrique Alves,49583021660,2004-09-16,949.2789,,3,3.33,8272.69,DD,5,0,AB,+,True,False,False
99639,Alice Porto,90243615833,2005-02-22,404.0349,,5,2.83,3301.21,DD,4,0,AB,+,False,True,False
53715,Maria Clara Freitas,50284391760,2002-02-14,971.9178,Capsuled,11,3.34,8449.98,X,5,0,,-,False,True,False
12431,Anthony Rezende,37419056234,2003-03-15,779.8161,Uncovered,7,4.81,23103.5,B,7,1,B,+,False,True,False
45208,Maria Sophia da Cruz,91574028685,2017-04-19,945.3011,,3,2.81,3171.67,X,4,0,AB,+,False,True,False
7893,Isis Costa,84067132590,2014-01-09,1241.0363,Clinical Done,3,3.84,13471.52,B,6,1,B,+,False,True,False
18182,Catarina da Mota,68029713568,2016-10-01,870.831,Covered,8,3.09,5913.57,X,5,0,,+,True,False,False
1212,Maitê Melo,58412639006,2012-05-22,1376.6001,Clinical Done,3,3.06,5656.78,DD,5,0,O,+,False,True,False
89738,Esther Novaes,80374912696,2011-03-25,1221.6491,Capsuled,8,3.69,11889.39,DD,6,0,B,-,False,True,False
91332,Ana Lívia Silva,28607195395,2012-04-28,757.2167,Covered,6,2.56,579.93,CS,2,0,AB,+,False,True,True
80566,Daniel Peixoto,97240615820,2004-03-16,1320.6308,Capsuled,5,3.14,6407.01,DD,5,0,O,+,True,False,False
24119,Dra. Nina Teixeira,58637104975,2012-09-09,948.4634,,2,3.59,10924.33,B,6,0,AB,+,True,False,False
89848,Amanda Nogueira,25476139800,2001-09-01,817.3685,Clinical Done,7,3.59,10939.49,B,6,0,B,+,True,False,False
11027,Anthony Dias,21374056952,2005-08-28,1079.4773,Clinical Done,9,3.06,5608.12,X,5,0,AB,+,True,False,False
83001,Fernanda da Luz,14237698050,2015-04-03,1092.0737,Capsuled,5,2.98,4780.2,X,5,0,A,+,False,True,False
41332,Pedro Henrique Araújo,82731096403,2020-11-16,840.156,Covered,6,2.87,3759.55,B,4,1,,+,False,True,False
11729,Marcelo da Costa,98170436575,2022-08-18,1114.4726,Covered,2,3.45,9559.73,DD,5,1,O,-,False,True,False
42736,Sabrina Fogaça,67408912304,2004-04-01,870.7505,,4,2.54,407.36,X,2,1,B,+,False,True,True
2810,Isis Dias,68951320740,2017-04-16,1139.053,Covered,5,2.51,150.25,B,2,0,O,+,False,True,False
18232,Maria Luiza Caldeira,24873605938,2016-10-05,1226.7225,Capsuled,1,4.82,23213.56,B,7,0,A,+,True,False,False
38047,Vitor Pires,86059243738,2011-01-26,1117.1295,Uncovered,2,3.84,13378.47,CS,6,1,A,+,True,False,False
98115,Bárbara Costa,64102935770,2021-11-17,1017.1987,,3,3.61,11099.41,A,6,1,O,-,True,False,False
55976,Caio Araújo,68457320947,2010-07-28,879.8943,Clinical Done,3,3.1,5973.38,A,5,1,A,+,False,True,True
95503,Pedro Miguel Azevedo,79042651849,2003-12-03,1011.7819,Clinical Done,5,3.0,5033.8,B,5,1,AB,-,False,True,False
74246,Sra. Ana Beatriz da Mota,32508796140,2022-07-05,779.9277,Clinical Done,7,4.43,19288.04,DD,7,0,A,-,True,False,False
64235,Pedro Lucas Freitas,16893250460,2016-10-11,1351.9484,Clinical Done,9,2.93,4348.84,,4,1,A,+,False,True,False
42043,Luiz Miguel Duarte,4751286307,2019-08-23,1143.6847,Clinical Done,5,4.37,18731.64,B,7,1,,+,True,False,False
9677,Sra. Emanuelly Martins,29734068547,2015-11-19,1265.6864,Covered,2,4.03,15284.05,B,6,1,A,+,False,True,False
97550,André Porto,54617920811,2020-09-23,838.9255,Uncovered,9,3.73,12356.34,X,6,1,,-,True,False,False
19672,Isabella Gonçalves,28053497683,2014-04-14,1051.2541,Capsuled,4,2.83,3305.27,X,4,0,,+,True,False,False
80888,Vitor Hugo Pinto,97563028102,2001-04-04,821.0582,Clinical Done,6,3.19,6941.91,CS,5,1,AB,-,False,True,False
93510,Bryan Barbosa,6913248750,2017-12-04,930.1155,,3,3.27,7705.15,A,5,1,O,-,True,False,False
77893,Maria Pereira,45681702901,2000-10-22,969.1539,,4,2.93,4305.33,CS,4,0,AB,+,True,False,False
90324,Emanuelly da Cruz,56873140244,2005-12-31,831.9232,Clinical Done,5,2.62,1209.01,X,3,1,B,-,True,False,False
90577,Maysa Monteiro,80469315270,2008-04-01,658.1817,Clinical Done,4,2.56,665.49,DD,3,1,A,+,False,True,False
37044,Leonardo Vieira,94780562392,2009-12-03,1179.6633,Uncovered,6,5.13,26314.56,A,7,0,O,+,False,True,False
95452,Ana Lívia Viana,29107654820,2000-03-06,1094.0504,Clinical Done,6,2.52,272.41,DD,2,0,B,-,True,False,False
48517,Marcos Vinicius Costa,98741205685,2003-06-27,999.5984,Clinical Done,3,4.9,24003.28,B,7,0,O,+,True,False,False
20633,Dr. Eduardo Teixeira,85061279395,2019-10-09,1159.2123,Clinical Done,6,3.74,12410.66,X,6,0,,+,False,True,False
24042,Daniel Fogaça,6352874126,2006-10-23,1078.7414,Covered,6,2.88,3845.31,B,4,1,B,+,False,True,False
59190,Dr. Davi Lucas Moraes,1985743205,2011-02-25,892.1511,Covered,2,3.16,6584.43,CS,5,0,AB,+,True,False,False
47790,Yuri Aragão,83920456106,2008-04-07,1116.0275,,3,3.15,6548.43,CS,5,1,O,-,True,False,False
45149,Yago Silva,47306285190,2005-05-23,1209.2186,Clinical Done,9,2.76,2610.25,B,4,0,B,+,True,False,False
94271,Thales da Cruz,56827390438,2020-05-22,1211.8715,Capsuled,3,2.98,4831.83,B,5,1,B,+,False,True,False
47424,Arthur Pereira,32468107969,2014-10-14,1045.0807,Uncovered,2,3.81,13163.18,A,6,0,AB,-,True,False,False
73454,Marcos Vinicius Pereira,90467853274,2007-12-01,1189.983,Covered,3,3.14,6460.82,DD,5,0,AB,+,True,False,False
57511,Rafaela da Cruz,12036987478,2013-12-26,889.2183,Uncovered,1,3.23,7355.16,DD,5,0,AB,+,True,False,False
10299,Dr. Ryan Nogueira,94257018658,2011-12-03,1207.3144,Capsuled,5,3.08,5785.33,B,5,0,O,+,False,True,True
7084,Esther Fogaça,3892416524,2013-03-23,868.5932,Uncovered,6,2.96,4590.12,CS,4,0,AB,-,False,True,True
97228,Kaique Correia,14507836271,2020-09-17,1092.5452,Clinical Done,6,2.76,2623.15,X,4,1,B,+,False,True,True
59500,Juliana Cardoso,86529104305,2010-03-23,875.7273,Clinical Done,2,3.41,9167.76,B,5,1,O,+,False,True,False
5139,Emanuella Jesus,61279830450,2017-01-10,732.944,Clinical Done,0,2.99,4912.85,DD,5,0,,+,False,True,True
54285,Igor Souza,38957064265,2022-04-18,960.4139,,4,3.04,5438.25,DD,5,0,O,+,False,True,True
29524,Isabella Gonçalves,20791864340,2001-03-07,1544.9159,Clinical Done,6,5.41,29086.05,DD,8,0,AB,+,True,False,False
11052,Lorenzo Farias,83925406115,2004-01-11,1040.7141,Covered,0,2.92,,CS,4,1,O,+,True,False,False
13585,Sabrina Moura,24057619399,2004-06-14,975.2493,Uncovered,5,2.9,4031.42,,4,1,AB,+,False,True,False
43520,Ana Luiza Porto,14068257353,2016-03-30,987.8976,Clinical Done,5,3.55,10557.24,B,6,0,A,+,False,True,False
67597,Diogo Oliveira,85692740176,2020-01-04,1192.9611,Covered,3,2.65,1536.46,X,3,1,,+,True,False,False
32112,Erick Freitas,46219870387,2010-12-28,879.4773,Clinical Done,4,3.08,5857.59,DD,5,1,AB,+,True,False,False
2134,Eduarda Carvalho,84539126024,2017-09-26,1062.5363,,3,3.01,5128.64,X,5,1,,+,True,False,False
56437,Milena Nascimento,86073951493,2016-05-13,1412.7969,Uncovered,5,3.61,11112.25,,6,0,O,-,False,True,False
61516,Olivia Gomes,86705492120,2001-07-31,754.039,Covered,4,3.45,9553.5,,5,0,O,-,True,False,False
12537,Letícia da Costa,50134728653,2015-05-17,1001.8575,Covered,4,4.66,21626.62,DD,7,1,B,+,True,False,False
72015,João Lucas da Paz,97564280310,2007-12-02,1201.8015,Uncovered,3,2.73,2337.61,CS,4,0,O,-,True,False,False
43668,Maysa Cunha,70932845150,2020-06-26,1218.3253,Clinical Done,6,2.58,845.64,DD,3,1,O,+,True,False,False
44592,Ana Lívia Sales,41260789322,2012-09-23,874.8923,,4,3.25,7519.21,DD,5,1,A,-,False,True,False
77402,Vinicius Novaes,19742350841,2016-06-13,1098.4381,Clinical Done,7,2.94,4416.91,A,4,1,A,+,True,False,False
6015,Otávio Carvalho,78206139559,2009-11-05,812.1385,Covered,3,2.85,3512.84,DD,4,1,A,+,False,True,False
26353,Renan Cardoso,68547293000,2011-09-22,900.5848,Uncovered,4,3.45,9553.47,B,5,1,O,+,False,True,False
92212,Thales Duarte,85124960370,2018-07-12,787.0925,Clinical Done,5,2.83,3294.82,DD,4,1,AB,+,True,False,False
97552,Sr. Matheus Alves,15368249764,2012-12-31,679.1475,Capsuled,2,4.41,19142.21,DD,7,1,A,+,True,False,False
11360,Bruna Aragão,47258603107,2002-12-11,985.4048,Uncovered,2,5.37,28755.71,CS,7,0,AB,+,False,True,False
10436,Miguel Azevedo,56931047299,2014-10-30,1024.5011,Uncovered,4,2.71,2164.04,CS,4,0,AB,+,True,False,False
37294,Bruno Vieira,35860972474,2004-07-02,584.7358,,6,3.7,12025.39,DD,6,0,O,-,False,True,False
27347,Thales Souza,3697852159,2014-08-25,1079.4602,Covered,3,4.19,16897.49,X,6,0,A,+,False,True,False
30676,Miguel Fogaça,1597234699,2002-01-09,726.5636,Covered,5,3.45,9571.18,DD,5,0,AB,+,False,True,False
8967,Francisco Fogaça,85640219785,2011-03-24,1291.3482,Clinical Done,1,2.63,1331.95,DD,3,0,AB,+,False,True,False
99350,Sr. Cauê Alves,59617428300,2014-06-30,1240.842,Covered,6,5.34,28440.5,DD,7,1,AB,-,False,True,False
77853,Lorenzo Almeida,7318456920,2014-02-10,1116.6847,Clinical Done,2,2.84,3380.57,DD,4,1,O,+,True,False,False
91917,Lucca Ferreira,12968540351,2021-10-04,1017.9112,Uncovered,6,3.81,13112.08,B,6,0,A,+,False,True,True
86752,Sr. Diogo Martins,63045127835,2006-04-24,711.5517,Covered,4,2.89,3915.9,CS,4,0,,-,True,False,False
73430,Arthur Ferreira,58396012768,2020-10-10,1005.8411,Capsuled,3,6.56,40609.25,DD,8,0,AB,+,False,True,False
64167,Sarah Nunes,18720563426,2008-05-15,890.2107,Uncovered,2,3.38,8841.39,X,5,0,AB,+,False,True,True
25473,Esther Fogaça,39750862112,2015-03-26,610.9047,Uncovered,3,3.29,7966.22,X,5,1,B,+,True,False,False
49178,Paulo Aragão,79436205180,2015-10-01,1248.4142,Clinical Done,7,2.75,2547.79,CS,4,1,O,-,True,False,False
93394,Srta. Ana Carolina Vieira,64520973856,2023-05-31,1134.4915,Covered,2,5.6,31020.76,CS,8,0,O,+,False,True,False
50657,Sr. Theo Cavalcanti,54096731234,2013-07-22,890.5241,Uncovered,1,4.29,17902.06,DD,7,0,O,-,False,True,False
16342,João Pedro Azevedo,65432780992,2019-04-20,1109.6339,Uncovered,8,2.75,2495.83,,4,1,B,+,False,True,False
71331,Luiz Gustavo Lima,62745189085,2010-11-25,777.2448,Clinical Done,8,3.12,6259.03,CS,5,1,AB,-,False,True,True
3059,Beatriz Rodrigues,30624915824,2020-08-05,959.6425,,4,3.7,12046.0,B,6,1,A,-,True,False,False
6452,Luiz Otávio Silva,35407982692,2021-07-17,973.5095,Uncovered,3,5.4,28985.24,,7,1,AB,-,False,True,False
29050,Daniela Rodrigues,40537982647,2016-10-26,896.5492,,1,3.71,12139.61,B,6,1,,-,True,False,False
74046,Lorenzo Ferreira,18523409670,2007-03-05,1136.4869,Uncovered,4,4.1,16045.79,X,6,1,B,+,True,False,False
49066,Daniel Campos,48716052994,2021-02-07,1080.3094,Uncovered,7,3.0,5070.24,CS,5,1,B,-,False,True,False
91367,Marina Correia,30678921512,2004-08-08,979.0726,Uncovered,5,3.77,12754.73,X,6,0,A,+,True,False,False
55080,Diego Souza,2659174334,2000-01-04,1161.2654,Clinical Done,7,3.3,7985.49,,5,1,B,+,True,False,False
94961,Francisco Santos,35098461766,2007-04-27,1653.8621,Clinical Done,6,3.31,8125.86,X,5,1,,-,True,False,False
11559,Alícia Dias,38146209769,2018-12-07,1393.5148,Covered,2,3.65,11566.27,X,6,1,AB,+,True,False,False
59209,Sra. Elisa Moura,59873460292,2012-05-10,834.5952,Uncovered,4,4.08,15799.3,DD,6,1,,-,True,False,False
15659,Murilo das Neves,75461093884,2014-12-26,935.9822,Capsuled,3,3.24,7432.24,B,5,1,,+,True,False,False
5255,Pedro Cardoso,10264839722,2000-05-20,1160.0789,Uncovered,3,2.61,1076.81,DD,3,0,,-,False,True,False
98820,Dra. Julia da Luz,26083754992,2016-04-02,1142.7676,Clinical Done,2,3.08,5821.57,X,5,1,B,+,False,True,False
68052,Alícia Nascimento,30975826492,2010-10-08,903.9834,Covered,3,2.81,3130.55,X,4,1,O,+,True,False,False
37714,Clarice Farias,25189764346,2013-03-17,1245.9966,Clinical Done,8,5.46,29623.28,A,8,0,AB,-,True,False,False
21566,Dr. Daniel Cardoso,5872691467,2012-10-09,931.7743,Capsuled,7,3.33,8343.9,X,5,0,O,+,True,False,False
